,time,total_grid,bought_grid,excess_produced,compensated,compensation_rate,sold_grid,nighttime_bought_grid,wasted_production,temperature,temperature_diff,month,year,sun_factor
935,2025-07-24 00:00:00+03:00,3.43,2.98,18.02,0.45,0.36,17.57,2.18,0.17,22.6,1.6,jul,2025,8.051682233723106
936,2025-07-25 00:00:00+03:00,3.31,2.18,22.21,1.13,0.52,21.08,1.93,0.2,22.7,1.7,jul,2025,8.074543563121443
937,2025-07-26 00:00:00+03:00,4.67,3.35,22.68,1.32,0.3,21.36,1.56,0.58,21.42,0.42,jul,2025,8.09788808832791
938,2025-07-27 00:00:00+03:00,8.03,6.79,19.4,1.24,0.36,18.16,1.66,0.46,21.53,0.53,jul,2025,8.121700373238863
939,2025-07-28 00:00:00+03:00,8.05,6.03,15.89,2.02,0.34,13.87,1.81,2.36,21.85,0.85,jul,2025,8.145964747550702
940,2025-07-29 00:00:00+03:00,6.13,4.71,8.65,1.42,0.32,7.23,1.47,1.39,21.89,0.89,jul,2025,8.170665305509365
941,2025-07-30 00:00:00+03:00,5.15,3.82,14.7,1.33,0.22,13.37,1.6,1.02,21.5,0.5,jul,2025,8.195785931737074
942,2025-07-31 00:00:00+03:00,10.1,8.13,8.76,1.97,0.26,6.79,1.83,1.55,22.02,1.02,jul,2025,8.221310337587246
943,2025-08-01 00:00:00+03:00,5.67,4.12,12.55,1.55,0.26,11.0,1.48,1.38,21.28,0.27,aug,2025,8.40307145354469
944,2025-08-02 00:00:00+03:00,4.27,2.96,20.65,1.31,0.34,19.34,1.4,0.99,19.49,-1.51,aug,2025,8.429578849585646
945,2025-08-03 00:00:00+03:00,5.39,4.09,15.34,1.3,0.32,14.04,1.81,0.76,19.72,-1.28,aug,2025,8.45644235672891
946,2025-08-04 00:00:00+03:00,4.7,4.02,20.17,0.68,0.28,19.49,1.94,1.41,21.27,0.27,aug,2025,8.483645114866835
947,2025-08-05 00:00:00+03:00,6.44,5.18,11.02,1.26,0.31,9.76,1.91,0.74,17.9,-3.1,aug,2025,8.511170259667928
948,2025-08-06 00:00:00+03:00,5.86,4.14,14.89,1.72,0.27,13.17,2.04,1.58,17.11,-3.89,aug,2025,8.539000961069746
949,2025-08-07 00:00:00+03:00,5.49,4.14,15.79,1.35,0.32,14.44,2.02,1.18,17.6,-3.4,aug,2025,8.567120466803802
950,2025-08-08 00:00:00+03:00,2.8,2.46,15.07,0.34,0.25,14.73,1.85,0.37,16.32,-4.68,aug,2025,8.674451283413687
951,2025-08-09 00:00:00+03:00,9.01,6.96,13.91,2.05,0.25,11.86,1.69,3.07,17.59,-3.41,aug,2025,8.703204625914832
952,2025-08-10 00:00:00+03:00,4.58,3.58,18.34,1.0,0.37,17.34,1.86,0.7,17.32,-3.68,aug,2025,8.811532946134186
953,2025-08-11 00:00:00+03:00,5.92,4.61,15.79,1.31,0.22,14.48,1.64,1.65,15.58,-5.42,aug,2025,8.840870191692577
954,2025-08-12 00:00:00+03:00,4.77,2.91,21.23,1.86,0.4,19.37,2.57,0.32,15.6,-5.4,aug,2025,8.87041472742
955,2025-08-13 00:00:00+03:00,6.63,5.74,16.15,0.89,0.22,15.26,3.17,1.68,16.42,-4.58,aug,2025,8.979881447944695
956,2025-08-14 00:00:00+03:00,5.31,3.92,18.68,1.39,0.33,17.29,2.56,1.24,18.47,-2.53,aug,2025,9.009892674669292
957,2025-08-15 00:00:00+03:00,7.53,6.07,7.27,1.46,0.18,5.81,1.83,1.58,19.58,-1.42,aug,2025,9.040061249854945
958,2025-08-16 00:00:00+03:00,7.76,6.33,7.87,1.43,0.19,6.44,2.49,1.02,12.7,-8.3,aug,2025,9.070370064338343
959,2025-08-17 00:00:00+03:00,7.3,5.82,15.57,1.48,0.22,14.09,1.75,0.17,13.15,-7.85,aug,2025,9.100801720713857
960,2025-08-18 00:00:00+03:00,4.69,4.51,21.51,0.18,0.26,21.33,1.8,0.48,15.09,-5.91,aug,2025,9.211806711996553
961,2025-08-19 00:00:00+03:00,3.87,2.74,17.21,1.13,0.36,16.08,1.73,0.72,13.68,-7.32,aug,2025,9.323178445805025
962,2025-08-20 00:00:00+03:00,10.02,7.68,15.86,2.34,0.24,13.52,2.56,1.92,10.82,-10.17,aug,2025,9.354079558257096
963,2025-08-21 00:00:00+03:00,9.31,8.06,6.62,1.25,0.26,5.37,4.19,1.69,10.35,-10.65,aug,2025,9.38503075981392
964,2025-08-22 00:00:00+03:00,7.65,6.59,15.24,1.06,0.37,14.18,4.66,0.27,8.7,-12.3,aug,2025,9.416014320613119
965,2025-08-23 00:00:00+03:00,8.96,7.29,15.22,1.67,0.35,13.55,4.63,0.94,11.0,-10.0,aug,2025,9.52815173553861
966,2025-08-24 00:00:00+03:00,6.0,4.97,9.8,1.03,0.32,8.77,3.85,0.49,10.22,-10.78,aug,2025,9.559233251418217
967,2025-08-25 00:00:00+03:00,8.72,8.15,15.53,0.57,0.26,14.96,4.68,0.35,10.87,-10.13,aug,2025,9.590293866609532
968,2025-08-26 00:00:00+03:00,12.76,10.44,8.77,2.32,0.22,6.45,4.61,1.98,11.1,-9.9,aug,2025,9.621316520085395
969,2025-08-27 00:00:00+03:00,10.06,8.35,13.18,1.71,0.4,11.47,4.56,0.71,11.7,-9.3,aug,2025,9.652284342386256
970,2025-08-28 00:00:00+03:00,10.11,8.2,7.63,1.91,0.15,5.72,3.91,2.52,12.48,-8.52,aug,2025,9.84671350398441
971,2025-08-29 00:00:00+03:00,16.12,15.78,0.34,0.34,0.02,0.0,3.47,0.0,13.2,-7.8,aug,2025,9.877691070491972
972,2025-08-30 00:00:00+03:00,22.86,22.36,1.13,0.5,0.08,0.63,3.81,0.44,14.45,-6.55,aug,2025,9.90856087412047
973,2025-08-31 00:00:00+03:00,18.03,17.41,1.06,0.62,0.06,0.44,6.18,0.44,14.65,-6.35,aug,2025,9.939306846694915
974,2025-09-01 00:00:00+03:00,15.0,13.79,3.19,1.21,0.1,1.98,4.17,1.29,15.02,-5.98,sep,2025,10.0520913456468
975,2025-09-02 00:00:00+03:00,9.01,7.26,11.66,1.75,0.17,9.91,3.54,2.21,15.95,-5.05,sep,2025,10.082607751525597
976,2025-09-03 00:00:00+03:00,11.59,11.25,1.79,0.34,0.07,1.45,3.85,0.36,15.48,-5.52,sep,2025,10.11295236867333
977,2025-09-04 00:00:00+03:00,9.96,9.07,6.55,0.89,0.18,5.66,4.03,1.13,16.12,-4.88,sep,2025,10.143110426928203
978,2025-09-05 00:00:00+03:00,8.34,7.26,9.33,1.08,0.14,8.25,3.63,2.18,18.2,-2.8,sep,2025,10.255621595933786
979,2025-09-06 00:00:00+03:00,10.01,8.23,9.24,1.78,0.28,7.46,5.67,1.01,18.19,-2.81,sep,2025,10.368089279261115
980,2025-09-07 00:00:00+03:00,8.31,7.72,1.97,0.59,0.09,1.38,2.95,0.76,17.11,-3.89,sep,2025,10.397720278576655
981,2025-09-08 00:00:00+03:00,6.74,5.75,9.2,0.99,0.26,8.21,3.41,1.15,17.89,-3.11,sep,2025,10.427105212805357
982,2025-09-09 00:00:00+03:00,6.39,5.8,12.29,0.59,0.1,11.7,2.4,1.21,17.11,-3.89,sep,2025,10.456231431208863
983,2025-09-10 00:00:00+03:00,11.71,11.07,11.66,0.64,0.13,11.02,3.53,1.47,16.62,-4.38,sep,2025,10.567987046148408
984,2025-09-11 00:00:00+03:00,5.99,4.85,7.56,1.14,0.23,6.42,3.06,0.97,19.49,-1.51,sep,2025,10.596599456819396
985,2025-09-12 00:00:00+03:00,24.38,24.01,0.92,0.37,0.06,0.55,9.13,0.52,15.76,-5.24,sep,2025,10.624914559310175
986,2025-09-13 00:00:00+03:00,14.24,12.65,5.62,1.59,0.12,4.03,6.65,1.33,15.53,-5.47,sep,2025,10.65292024793671
987,2025-09-14 00:00:00+03:00,8.73,7.31,4.69,1.42,0.23,3.27,2.86,0.73,14.78,-6.22,sep,2025,10.76372238381153
988,2025-09-15 00:00:00+03:00,8.28,7.23,4.47,1.05,0.12,3.42,2.66,2.17,14.87,-6.13,sep,2025,10.7911015789247
989,2025-09-16 00:00:00+03:00,8.07,6.9,7.35,1.17,0.21,6.18,4.05,0.89,14.9,-6.1,sep,2025,10.901354067255882
990,2025-09-17 00:00:00+03:00,11.66,10.27,4.24,1.39,0.13,2.85,4.12,0.91,13.95,-7.05,sep,2025,10.928053511295497
991,2025-09-18 00:00:00+03:00,14.92,13.54,3.26,1.38,0.11,1.88,4.39,1.31,14.05,-6.95,sep,2025,11.037639140061579
992,2025-09-19 00:00:00+03:00,12.29,11.13,5.31,1.16,0.12,4.15,4.66,1.94,12.76,-8.24,sep,2025,11.063598283009847
993,2025-09-20 00:00:00+03:00,14.36,13.13,2.96,1.23,0.07,1.73,6.3,1.17,15.42,-5.58,sep,2025,11.089161995845709
994,2025-09-21 00:00:00+03:00,10.72,10.08,1.84,0.64,0.14,1.2,3.97,0.33,16.9,-4.1,sep,2025,11.114320761784917
995,2025-09-22 00:00:00+03:00,7.1,6.37,7.92,0.73,0.26,7.19,2.85,0.58,12.31,-8.69,sep,2025,11.222391066853142
996,2025-09-23 00:00:00+03:00,14.6,13.39,3.72,1.21,0.1,2.51,5.34,1.42,7.54,-13.46,sep,2025,11.246718003831711
997,2025-09-24 00:00:00+03:00,17.36,15.8,3.72,1.56,0.13,2.16,8.35,0.85,7.53,-13.47,sep,2025,11.270613297795643
998,2025-09-25 00:00:00+03:00,17.77,16.8,2.37,0.97,0.07,1.4,7.85,0.73,9.31,-11.69,sep,2025,11.21073671239681
999,2025-09-26 00:00:00+03:00,13.15,12.62,5.18,0.53,0.14,4.65,9.59,0.42,8.56,-12.44,sep,2025,11.150417488421823
1000,2025-09-27 00:00:00+03:00,16.48,16.02,1.08,0.46,0.04,0.62,10.05,0.35,9.06,-11.94,sep,2025,11.089651779534456
1001,2025-09-28 00:00:00+03:00,22.33,21.46,2.65,0.87,0.06,1.78,11.59,1.78,8.9,-12.1,sep,2025,10.945103058820267
1002,2025-09-29 00:00:00+03:00,19.19,18.25,2.43,0.94,0.11,1.49,9.48,0.92,5.95,-15.05,sep,2025,10.966768855519781
1003,2025-09-30 00:00:00+03:00,20.5,19.23,3.28,1.27,0.07,2.01,11.67,1.26,5.98,-15.02,sep,2025,10.821313091662692
1004,2025-10-01 00:00:00+03:00,20.17,19.16,1.64,1.01,0.08,0.63,11.49,0.55,6.11,-14.89,oct,2025,10.842068009015678
1005,2025-10-02 00:00:00+03:00,33.2,32.33,1.84,0.87,0.04,0.97,18.23,0.97,5.59,-15.41,oct,2025,10.695698353700266
1006,2025-10-03 00:00:00+03:00,37.13,36.01,2.42,1.12,0.05,1.3,20.1,0.98,4.56,-16.44,oct,2025,10.632203889562199
1007,2025-10-04 00:00:00+03:00,23.19,22.81,0.49,0.38,0.02,0.11,11.15,0.11,7.77,-13.23,oct,2025,10.568250802199783
1008,2025-10-05 00:00:00+03:00,28.05,28.03,0.02,0.02,0.0,0.0,13.51,0.0,9.47,-11.53,oct,2025,10.503839467443179
1009,2025-10-06 00:00:00+03:00,20.69,20.13,2.8,0.56,0.08,2.24,7.72,0.59,10.15,-10.85,oct,2025,10.438970649547551
1010,2025-10-07 00:00:00+03:00,19.35,18.68,1.65,0.67,0.05,0.98,7.61,0.7,10.25,-10.75,oct,2025,10.373645781415963
1011,2025-10-08 00:00:00+03:00,21.97,21.91,0.06,0.06,0.0,0.0,8.2,0.0,12.7,-8.3,oct,2025,10.22453286866723
1012,2025-10-09 00:00:00+03:00,20.06,19.28,1.26,0.78,0.04,0.48,8.0,0.48,11.35,-9.65,oct,2025,10.241634478622533
1013,2025-10-10 00:00:00+03:00,20.3,19.59,1.31,0.71,0.04,0.6,10.69,0.6,9.2,-11.8,oct,2025,10.091618735107005
1014,2025-10-11 00:00:00+03:00,21.76,21.04,1.41,0.72,0.05,0.69,11.94,0.36,9.98,-11.02,oct,2025,10.107822049262056
1015,2025-10-12 00:00:00+03:00,23.28,22.98,1.0,0.3,0.03,0.7,11.72,0.14,6.9,-14.1,oct,2025,9.956913024901477
1016,2025-10-13 00:00:00+03:00,24.42,23.83,0.75,0.59,0.02,0.16,11.33,0.16,5.46,-15.54,oct,2025,9.888894826728494
1017,2025-10-14 00:00:00+03:00,21.16,20.63,0.74,0.53,0.03,0.21,10.67,0.21,5.48,-15.52,oct,2025,9.820436961221514
1018,2025-10-15 00:00:00+03:00,23.43,22.93,0.5,0.5,0.02,0.0,12.14,0.0,6.09,-14.91,oct,2025,9.751542801280925
1019,2025-10-16 00:00:00+03:00,25.36,24.7,1.3,0.66,0.07,0.64,14.14,0.6,6.66,-14.34,oct,2025,9.682215930452927
1020,2025-10-17 00:00:00+03:00,24.67,24.3,0.41,0.37,0.02,0.04,14.2,0.04,2.17,-18.83,oct,2025,9.612460427307571
1021,2025-10-18 00:00:00+03:00,33.05,32.92,0.13,0.13,0.0,0.0,19.86,0.0,0.65,-20.35,oct,2025,9.458946944206248
1022,2025-10-19 00:00:00+03:00,27.18,26.88,0.35,0.3,0.02,0.05,16.61,0.05,2.87,-18.13,oct,2025,9.47168056326991
1023,2025-10-20 00:00:00+03:00,32.14,31.92,0.26,0.22,0.01,0.04,18.55,0.04,3.41,-17.59,oct,2025,9.317332244735574
1024,2025-10-21 00:00:00+03:00,30.62,30.39,0.23,0.23,0.01,0.0,14.26,0.0,7.59,-13.41,oct,2025,9.329241216407148
1025,2025-10-22 00:00:00+03:00,26.27,26.27,0.0,0.0,0.0,0.0,14.69,0.0,7.24,-13.76,oct,2025,9.174079018708134
1026,2025-10-23 00:00:00+03:00,33.55,33.55,0.0,0.0,0.0,0.0,14.36,0.0,7.41,-13.59,oct,2025,9.185185337637726
1027,2025-10-24 00:00:00+03:00,30.19,30.18,0.01,0.01,0.0,0.0,17.91,0.0,7.71,-13.29,oct,2025,9.02923252384489
1028,2025-10-25 00:00:00+03:00,36.51,36.51,0.0,0.0,0.0,0.0,17.17,0.0,10.01,-10.99,oct,2025,8.956227124519824
1029,2025-10-26 00:00:00+03:00,26.12,26.07,0.05,0.05,0.01,0.0,18.18,0.0,8.58,-12.42,oct,2025,8.882842336823465
1030,2025-10-27 00:00:00+02:00,25.35,25.19,0.16,0.16,0.02,0.0,15.5,0.0,6.6,-14.4,oct,2025,8.80908486575453
1031,2025-10-28 00:00:00+02:00,25.11,24.89,0.22,0.22,0.02,0.0,19.17,0.0,3.31,-17.69,oct,2025,8.734961914330807
1032,2025-10-29 00:00:00+02:00,28.74,28.68,0.06,0.06,0.0,0.0,21.77,0.0,3.67,-17.33,oct,2025,8.577147132227225
1033,2025-10-30 00:00:00+02:00,33.25,33.12,0.15,0.13,0.0,0.02,23.6,0.02,5.63,-15.37,oct,2025,8.58564822768271
1034,2025-10-31 00:00:00+02:00,35.83,35.81,0.02,0.02,0.0,0.0,19.22,0.0,6.49,-14.51,oct,2025,8.42713918887192
1035,2025-11-01 00:00:00+02:00,29.74,29.59,0.19,0.15,0.02,0.04,22.92,0.04,5.6,-15.4,nov,2025,8.434961433784048
1036,2025-11-02 00:00:00+02:00,23.79,23.79,0.0,0.0,0.0,0.0,15.31,0.0,7.94,-13.06,nov,2025,8.275789329420277
1037,2025-11-03 00:00:00+02:00,28.08,28.05,0.03,0.03,0.0,0.0,23.17,0.0,7.63,-13.37,nov,2025,8.199631246652693
1038,2025-11-04 00:00:00+02:00,33.2,33.16,0.04,0.04,0.0,0.0,26.39,0.0,8.46,-12.54,nov,2025,8.123161916709147
1039,2025-11-05 00:00:00+02:00,27.64,27.64,0.0,0.0,0.0,0.0,20.41,0.0,11.03,-9.97,nov,2025,8.046389878053494
1040,2025-11-06 00:00:00+02:00,28.7,28.65,0.05,0.05,0.01,0.0,19.76,0.0,10.29,-10.71,nov,2025,7.969323368540923
1041,2025-11-07 00:00:00+02:00,26.25,26.25,0.0,0.0,0.0,0.0,20.57,0.0,10.18,-10.82,nov,2025,7.891970905980448
1042,2025-11-08 00:00:00+02:00,27.19,27.19,0.0,0.0,0.0,0.0,17.25,0.0,8.23,-12.77,nov,2025,7.81434068028726
1043,2025-11-09 00:00:00+02:00,38.07,38.07,0.0,0.0,0.0,0.0,21.83,0.0,6.62,-14.38,nov,2025,7.736441073330276
1044,2025-11-10 00:00:00+02:00,28.88,28.8,0.15,0.08,0.01,0.07,25.51,0.07,5.81,-15.19,nov,2025,7.658280177327665
1045,2025-11-11 00:00:00+02:00,22.9,22.81,0.09,0.09,0.01,0.0,18.56,0.0,5.33,-15.67,nov,2025,7.579866279231408
1046,2025-11-12 00:00:00+02:00,34.73,34.71,0.02,0.02,0.0,0.0,27.52,0.0,8.47,-12.53,nov,2025,7.5012074063496
1047,2025-11-13 00:00:00+02:00,29.23,29.23,0.0,0.0,0.0,0.0,20.53,0.0,7.81,-13.19,nov,2025,7.50564514019608
1048,2025-11-14 00:00:00+02:00,35.36,35.33,0.03,0.03,0.0,0.0,27.74,0.0,0.59,-20.41,nov,2025,7.343187394026316
1049,2025-11-15 00:00:00+02:00,45.57,45.57,0.0,0.0,0.0,0.0,30.37,0.0,-0.57,-21.57,nov,2025,7.347175714930307
1050,2025-11-16 00:00:00+02:00,37.81,37.81,0.0,0.0,0.0,0.0,24.58,0.0,2.28,-18.72,nov,2025,7.184284498112782
1051,2025-11-17 00:00:00+02:00,32.93,32.93,0.0,0.0,0.0,0.0,22.36,0.0,-0.58,-21.58,nov,2025,7.187855202807791
1052,2025-11-18 00:00:00+02:00,44.49,44.49,0.0,0.0,0.0,0.0,30.67,0.0,-6.33,-27.33,nov,2025,7.02456203010792
1053,2025-11-19 00:00:00+02:00,51.98,51.98,0.0,0.0,0.0,0.0,42.61,0.0,-6.32,-27.32,nov,2025,6.94441289224029
1054,2025-11-20 00:00:00+02:00,47.62,47.62,0.0,0.0,0.0,0.0,38.44,0.0,-0.19,-21.19,nov,2025,6.864081858880935
1055,2025-11-21 00:00:00+02:00,39.63,39.63,0.0,0.0,0.0,0.0,32.07,0.0,-0.27,-21.27,nov,2025,6.783576412371361
1056,2025-11-22 00:00:00+02:00,49.18,49.18,0.0,0.0,0.0,0.0,38.08,0.0,-0.95,-21.95,nov,2025,6.786237237997313
1057,2025-11-23 00:00:00+02:00,33.48,33.46,0.02,0.02,0.0,0.0,29.44,0.0,5.3,-15.7,nov,2025,6.7054046334094295
1058,2025-11-24 00:00:00+02:00,32.81,32.81,0.0,0.0,0.0,0.0,25.67,0.0,1.72,-19.28,nov,2025,6.6244190637661635
1059,2025-11-25 00:00:00+02:00,37.22,37.22,0.0,0.0,0.0,0.0,26.86,0.0,-1.57,-22.57,nov,2025,6.626620579245115
1060,2025-11-26 00:00:00+02:00,52.81,52.81,0.0,0.0,0.0,0.0,36.26,0.0,-2.38,-23.38,nov,2025,6.462015647590057
1061,2025-11-27 00:00:00+02:00,39.46,39.46,0.0,0.0,0.0,0.0,33.62,0.0,-0.01,-21.01,nov,2025,6.463944249337282
1062,2025-11-28 00:00:00+02:00,31.92,31.92,0.0,0.0,0.0,0.0,26.66,0.0,6.81,-14.19,nov,2025,6.382412352990421
1063,2025-11-29 00:00:00+02:00,38.3,38.3,0.0,0.0,0.0,0.0,23.65,0.0,7.62,-13.38,nov,2025,6.3007593907621
1064,2025-11-30 00:00:00+02:00,34.09,34.09,0.0,0.0,0.0,0.0,26.92,0.0,4.6,-16.4,nov,2025,6.218991085608613
1065,2025-12-01 00:00:00+02:00,35.37,35.37,0.0,0.0,0.0,0.0,25.11,0.0,5.08,-15.92,dec,2025,6.220446472090636
1066,2025-12-02 00:00:00+02:00,34.07,34.06,0.01,0.01,0.0,0.0,30.91,0.0,5.29,-15.71,dec,2025,6.138464016753894
1067,2025-12-03 00:00:00+02:00,29.03,29.03,0.0,0.0,0.0,0.0,23.95,0.0,5.74,-15.26,dec,2025,6.056382276543163
1068,2025-12-04 00:00:00+02:00,33.01,33.01,0.0,0.0,0.0,0.0,25.15,0.0,3.15,-17.85,dec,2025,6.057539513485825
1069,2025-12-05 00:00:00+02:00,40.43,40.43,0.0,0.0,0.0,0.0,35.17,0.0,4.32,-16.68,dec,2025,5.97527351003135
1070,2025-12-06 00:00:00+02:00,32.33,32.33,0.0,0.0,0.0,0.0,26.07,0.0,5.12,-15.88,dec,2025,5.976255367730715
1071,2025-12-07 00:00:00+02:00,33.98,33.98,0.0,0.0,0.0,0.0,27.13,0.0,4.45,-16.55,dec,2025,5.893822327483555
1072,2025-12-08 00:00:00+02:00,32.95,32.95,0.0,0.0,0.0,0.0,28.41,0.0,4.68,-16.32,dec,2025,5.81131149452848
1073,2025-12-09 00:00:00+02:00,33.87,33.87,0.0,0.0,0.0,0.0,28.58,0.0,4.2,-16.8,dec,2025,5.812059801322534
1074,2025-12-10 00:00:00+02:00,36.35,36.35,0.0,0.0,0.0,0.0,29.46,0.0,4.18,-16.82,dec,2025,5.812737034356191
1075,2025-12-11 00:00:00+02:00,32.26,32.26,0.0,0.0,0.0,0.0,27.11,0.0,5.06,-15.94,dec,2025,5.730012805451546
1076,2025-12-12 00:00:00+02:00,42.82,42.82,0.0,0.0,0.0,0.0,36.33,0.0,-2.57,-23.57,dec,2025,5.730556596684593
1077,2025-12-13 00:00:00+02:00,40.32,40.32,0.0,0.0,0.0,0.0,27.92,0.0,-3.06,-24.06,dec,2025,5.731037491189262
1078,2025-12-14 00:00:00+02:00,43.61,43.61,0.0,0.0,0.0,0.0,36.36,0.0,0.82,-20.18,dec,2025,5.731457659812618
1079,2025-12-15 00:00:00+02:00,30.57,30.57,0.0,0.0,0.0,0.0,26.64,0.0,6.09,-14.91,dec,2025,5.648485757374691
1080,2025-12-16 00:00:00+02:00,32.25,32.25,0.0,0.0,0.0,0.0,27.82,0.0,6.2,-14.8,dec,2025,5.648790200587002
1081,2025-12-17 00:00:00+02:00,31.04,31.04,0.0,0.0,0.0,0.0,25.73,0.0,5.78,-15.22,dec,2025,5.6490390757039295
1082,2025-12-18 00:00:00+02:00,34.37,34.37,0.0,0.0,0.0,0.0,29.82,0.0,4.3,-16.7,dec,2025,5.649233557073022
1083,2025-12-19 00:00:00+02:00,44.51,44.51,0.0,0.0,0.0,0.0,37.87,0.0,6.7,-14.3,dec,2025,5.649374571036091
1084,2025-12-20 00:00:00+02:00,26.11,26.11,0.0,0.0,0.0,0.0,20.37,0.0,6.13,-14.87,dec,2025,5.566129465496478
1085,2025-12-21 00:00:00+02:00,23.57,23.56,0.01,0.01,0.0,0.0,20.91,0.0,3.81,-17.19,dec,2025,5.566165354741081
1086,2025-12-22 00:00:00+02:00,30.63,30.63,0.0,0.0,0.0,0.0,26.91,0.0,-0.55,-21.55,dec,2025,5.566149062871165
1087,2025-12-23 00:00:00+02:00,42.01,42.01,0.0,0.0,0.0,0.0,35.81,0.0,-7.59,-28.59,dec,2025,5.566080489579896
1088,2025-12-24 00:00:00+02:00,41.14,41.14,0.0,0.0,0.0,0.0,34.67,0.0,-0.39,-21.39,dec,2025,5.565959282552968
1089,2025-12-25 00:00:00+02:00,32.46,32.46,0.0,0.0,0.0,0.0,27.07,0.0,4.1,-16.9,dec,2025,5.649118171531731
1090,2025-12-26 00:00:00+02:00,36.05,36.05,0.0,0.0,0.0,0.0,32.76,0.0,3.35,-17.65,dec,2025,5.648889592909818
1091,2025-12-27 00:00:00+02:00,53.7,53.7,0.0,0.0,0.0,0.0,39.42,0.0,2.6,-18.4,dec,2025,5.648605717567982
1092,2025-12-28 00:00:00+02:00,52.46,52.46,0.0,0.0,0.0,0.0,40.36,0.0,-0.01,-21.01,dec,2025,5.648265171624619
1093,2025-12-29 00:00:00+02:00,50.66,50.66,0.0,0.0,0.0,0.0,42.31,0.0,-1.45,-22.45,dec,2025,5.647866339189916
1094,2025-12-30 00:00:00+02:00,50.55,50.55,0.0,0.0,0.0,0.0,42.81,0.0,-3.92,-24.92,dec,2025,5.730740684119743
1095,2025-12-31 00:00:00+02:00,59.28,59.28,0.0,0.0,0.0,0.0,42.25,0.0,-12.4,-33.4,dec,2025,5.730219301719584
1096,2026-01-01 00:00:00+02:00,50.15,50.15,0.0,0.0,0.0,0.0,42.96,0.0,-10.14,-31.14,jan,2026,5.729633124120193
1097,2026-01-02 00:00:00+02:00,45.36,45.36,0.0,0.0,0.0,0.0,37.15,0.0,-7.28,-28.28,jan,2026,5.7289795293984245
1098,2026-01-03 00:00:00+02:00,49.67,49.67,0.0,0.0,0.0,0.0,31.9,0.0,-7.97,-28.97,jan,2026,5.894922172260949
1099,2026-01-04 00:00:00+02:00,67.45,67.45,0.0,0.0,0.0,0.0,61.23,0.0,-14.3,-35.3,jan,2026,5.894124348206909
1100,2026-01-05 00:00:00+02:00,68.42,68.42,0.0,0.0,0.0,0.0,57.82,0.0,-19.66,-40.66,jan,2026,5.893249260241373
1101,2026-01-06 00:00:00+02:00,75.8,75.8,0.0,0.0,0.0,0.0,67.19,0.0,-10.33,-31.33,jan,2026,5.975626358059225
1102,2026-01-07 00:00:00+02:00,52.17,52.17,0.0,0.0,0.0,0.0,45.43,0.0,-6.14,-27.14,jan,2026,5.974584812489708
1103,2026-01-08 00:00:00+02:00,51.16,51.16,0.0,0.0,0.0,0.0,45.32,0.0,-10.2,-31.2,jan,2026,6.1401204041483055
1104,2026-01-09 00:00:00+02:00,62.87,62.87,0.0,0.0,0.0,0.0,53.93,0.0,-15.36,-36.36,jan,2026,6.138894969300853
1105,2026-01-10 00:00:00+02:00,63.16,63.16,0.0,0.0,0.0,0.0,52.53,0.0,-10.71,-31.71,jan,2026,6.137570329819686
1106,2026-01-11 00:00:00+02:00,46.85,46.85,0.0,0.0,0.0,0.0,37.12,0.0,-7.11,-28.11,jan,2026,6.21947473192039
1107,2026-01-12 00:00:00+02:00,56.98,56.98,0.0,0.0,0.0,0.0,49.19,0.0,-8.68,-29.68,jan,2026,6.301269415828468
1108,2026-01-13 00:00:00+02:00,52.62,52.62,0.0,0.0,0.0,0.0,42.07,0.0,-6.49,-27.49,jan,2026,6.3829488241017645
1109,2026-01-14 00:00:00+02:00,49.1,49.1,0.0,0.0,0.0,0.0,41.87,0.0,-5.82,-26.82,jan,2026,6.381173544417777
1110,2026-01-15 00:00:00+02:00,46.0,46.0,0.0,0.0,0.0,0.0,38.69,0.0,-3.32,-24.32,jan,2026,6.462604431617937
1111,2026-01-16 00:00:00+02:00,42.82,42.82,0.0,0.0,0.0,0.0,30.67,0.0,0.5,-20.5,jan,2026,6.543901622851881
1112,2026-01-17 00:00:00+02:00,44.0,44.0,0.0,0.0,0.0,0.0,28.29,0.0,0.45,-20.55,jan,2026,6.6250586606472055
1113,2026-01-18 00:00:00+02:00,50.68,50.68,0.0,0.0,0.0,0.0,34.29,0.0,1.51,-19.49,jan,2026,6.622735418605303
1114,2026-01-19 00:00:00+02:00,45.44,45.42,0.02,0.02,0.0,0.0,40.38,0.0,-0.49,-21.49,jan,2026,6.786925074516206
1115,2026-01-20 00:00:00+02:00,43.89,43.89,0.0,0.0,0.0,0.0,35.07,0.0,-3.09,-24.09,jan,2026,6.78428690539422
1116,2026-01-21 00:00:00+02:00,38.11,38.11,0.0,0.0,0.0,0.0,29.62,0.0,-3.44,-24.44,jan,2026,6.948147256846899
1117,2026-01-22 00:00:00+02:00,47.25,47.25,0.0,0.0,0.0,0.0,38.08,0.0,-5.39,-26.39,jan,2026,6.945164940945994
1118,2026-01-23 00:00:00+02:00,49.91,49.91,0.0,0.0,0.0,0.0,39.88,0.0,-7.85,-28.85,jan,2026,7.025332574418588
1119,2026-01-24 00:00:00+02:00,58.64,58.64,0.0,0.0,0.0,0.0,40.14,0.0,-9.67,-30.67,jan,2026,7.10530885664418
1120,2026-01-25 00:00:00+02:00,60.87,60.87,0.0,0.0,0.0,0.0,47.94,0.0,-10.0,-31.0,jan,2026,7.1850859125654765
